place_id,place_name,latitude,longitude,category,subcategory,address,rating,rating_normalized,tags,source,osm_id,website,phone,opening_hours,cuisine,description,wheelchair,fee,image,is_free,is_open_24h,price_level,category_label
OPE_2183569906,Cafe Coffee Day,18.565787,73.918066,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,2183569906,N/A,N/A,N/A,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_2787021729,Cafe Coffee Day,18.522171,73.841185,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,2787021729,N/A,N/A,N/A,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_3533206593,Cafe Coffee Day,18.5229,73.848396,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,3533206593,https://www.cafecoffeeday.com/,+919326877251,Mo-Su 09:00-23:00,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_3746861106,Cafe Coffee Day,18.525029,73.841687,cafe,cafe,"Gopal Krushna Gokhale Path, Pune, 411005",N/A,,food|coffee|casual|hangout,openstreetmap,3746861106,https://www.cafecoffeeday.com/,+919272200142,Mo-Su 09:00-23:00,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_13140904993,Cafe Coffee Day,18.513521,73.879316,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,13140904993,N/A,N/A,N/A,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_1532852993,Cafe Coffee Day,18.512427,73.928539,cafe,cafe,"Magarpatta Inner Circle, Pune, 411013",N/A,,food|coffee|casual|hangout,openstreetmap,1532852993,N/A,N/A,N/A,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_9128906269,Cafe Coffee Shop,18.50845,73.795336,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,9128906269,N/A,N/A,Mo-Su 09:00-21:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_10222924239,Cafe Crush,18.444408,73.785545,cafe,cafe,"Kolhewadi Road, Pune, 411024",N/A,,food|coffee|casual|hangout,openstreetmap,10222924239,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_6258988969,Cafe Delight,18.515133,73.81543,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,6258988969,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_12484083401,Cafe Dot Com,18.548737,73.768091,cafe,cafe,"Sus Road, pune, 411021",N/A,,food|coffee|casual|hangout,openstreetmap,12484083401,https://cafe.com/,6457264382,Mo-Su 09:00-21:00,pizza;burger,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_11581229791,Cafe Dum,18.52325,73.780742,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,11581229791,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_2561173081,Cafe Durga,18.506024,73.817776,cafe,cafe,"Shop No -2, Sanskruti Pratibimba Apartments, Mayur Colony, Kothrud, Pune, Maharashtra 411038",N/A,,food|coffee|casual|hangout,openstreetmap,2561173081,https://durgacafe.com/,097641 42450,Mo-Su 09:00-23:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_2785802454,Cafe Durga,18.515505,73.815502,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,2785802454,N/A,N/A,N/A,regional,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_10044086761,Cafe Durga,18.552337,73.794005,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,10044086761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_10044086791,Cafe Durga,18.555825,73.808741,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,10044086791,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_10246158969,Cafe Durga,18.500302,73.740705,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,10246158969,N/A,N/A,N/A,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_12484073402,Cafe Durga,18.544454,73.782053,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,12484073402,N/A,+91 99211 66166,Mo-Su 09:00-23:30,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_2527611870,Cafe Eastwood,18.498718,73.819327,cafe,cafe,Paschimanagari,N/A,,food|coffee|casual|hangout,openstreetmap,2527611870,N/A,N/A,Mo-Su 13:00-23:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_359769658,Cafe Galaxy,18.522237,73.762589,cafe,cafe,"123, Uttamnagar road, Bavdhan Budruk, 411021",N/A,,food|coffee|casual|hangout,openstreetmap,359769658,https://http//:cafegalaxy.com,+91 123 4567,Mo-Su 08:00-22:00,dessert;frozen_yogurt,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_9142494220,Cafe Grand,18.475118,73.885408,cafe,cafe,"Lane no 15, Cafe Grand, Shivneri Nagar , kondhwa, Pune, 411048",N/A,,food|coffee|casual|hangout,openstreetmap,9142494220,N/A,N/A,Mo-Sa 08:00-23:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_11274100323,Cafe House Of Bamboo - Hob,18.501783,73.835604,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,11274100323,N/A,N/A,N/A,cafe,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_6130921997,Cafe Old Skool,18.553277,73.807513,cafe,cafe,"Shankarao Gaikwad Path, Pune, 411007",N/A,,food|coffee|casual|hangout,openstreetmap,6130921997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_12483985301,Cafe Peiskos,18.548522,73.791046,cafe,cafe,"Baner-Pashan Link Road, 411021",N/A,,food|coffee|casual|hangout,openstreetmap,12483985301,N/A,+91 78759 29567,Mo-Su 11:00-22:30,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_3311223799,Cafe Peter,18.510525,73.781876,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,3311223799,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_11323266169,Cafe Peter,18.520567,73.843876,cafe,cafe,"1206B/28, Bapusaheb Gupte Path, 411005",N/A,,food|coffee|casual|hangout,openstreetmap,11323266169,https://www.cafepeterapteroad.in/,N/A,Mo-Su 08:00-00:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_12609976601,Cafe Rova,18.553681,73.939838,cafe,cafe,Divine Suite,N/A,,food|coffee|casual|hangout,openstreetmap,12609976601,N/A,+919637908083,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_9174851579,Cafe Sky,18.525361,73.840319,cafe,cafe,"Fergusson college campus Rd, cannol Road 8, Pune, Maharashtra 411004",N/A,,food|coffee|casual|hangout,openstreetmap,9174851579,N/A,086002 02030,Mo-Su 10:00-22:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_10250076202,Cafe Starboy,18.553312,73.80718,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,10250076202,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_10686342276,Caffee Delicioso,18.559732,73.781196,cafe,cafe,"Caffee Delicioso, Pride Valencia Apartment,, Pancard Club Road, Baner, Pune, 411045",N/A,,food|coffee|casual|hangout,openstreetmap,10686342276,N/A,+917507657070,24/7,coffee_shop;ice_cream;chocolate,N/A,N/A,N/A,N/A,False,True,budget,Café / Coffee Shop
OPE_2561173070,Café Coffee Day,18.500112,73.81438,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,2561173070,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_4748299854,Café Coffee Day,18.50277,73.901071,cafe,cafe,"Vitthal Rao Shivarkar Marg, Pune, 411040",N/A,,food|coffee|casual|hangout,openstreetmap,4748299854,N/A,N/A,N/A,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_6201856577,Café Coffee Day,18.534172,73.876554,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,6201856577,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_11385548956,Café Tea One,18.466521,73.892934,cafe,cafe,"pune, 411048",N/A,,food|coffee|casual|hangout,openstreetmap,11385548956,N/A,+918855878719,Mo-Su 09:00-00:00,coffee_shop;tea;burger;sandwich;noodle,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_11422200128,Cake Carnivel,18.449434,73.838114,cafe,cafe,"Katraj Ambegaon Khurd Road, Pune, 411046",N/A,,food|coffee|casual|hangout,openstreetmap,11422200128,N/A,N/A,Mo-Su 010:00-21:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_1231605075,Cake Carnivel,18.449458,73.838123,cafe,cafe,"Katraj Ambegaon Khurd Road, PUNE, 411046",N/A,,food|coffee|casual|hangout,openstreetmap,1231605075,N/A,N/A,Mo-Su 08:00-22:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_10725596914,Captain Coffee.,18.520741,73.855768,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,10725596914,N/A,N/A,N/A,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_6531995651,Chafa Cafe And Studio,18.533317,73.897058,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,6531995651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_13131470128,Chaha Mi,18.555954,73.818128,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,13131470128,N/A,N/A,N/A,tea,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_987626296,Chai Cafe,18.515979,73.877103,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,987626296,N/A,N/A,sunrise-sunset,regional,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_11007174695,Chai High,18.465036,73.833948,cafe,cafe,"Pune, 411041",N/A,,food|coffee|casual|hangout,openstreetmap,11007174695,N/A,+919834372320,Mo-Su 08:30-23:00,tea,N/A,no,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_12484078801,Chai Katta,18.544411,73.782219,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,12484078801,N/A,N/A,Mo-Su 08:00-23:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_12484078802,Chai Katta,18.520913,73.778957,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,12484078802,N/A,N/A,Mo-Su 09:00-23:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_13380898046,Chai Sutta Bar,18.648258,73.84353,cafe,cafe,Spine Road,N/A,,food|coffee|casual|hangout,openstreetmap,13380898046,N/A,N/A,N/A,indian;breakfast;coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_9578166717,Chai Sutta Premi,18.521561,73.765468,cafe,cafe,"Uttamnagar road, Bavdhan Budruk, 411021",N/A,,food|coffee|casual|hangout,openstreetmap,9578166717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_12383891003,Choclate Caffe,18.550351,73.883316,cafe,cafe,"haveli, Pune, 411006",N/A,,food|coffee|casual|hangout,openstreetmap,12383891003,https://http//www.com caffe,9754565476,Mo-Su 10:00-22:00,pizza;coffee_shop;burger;sandwich;mexican;sushi;ice_cream;bubble_tea;donut,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_4879927647,Chocolate Caffe,18.550336,73.883316,cafe,cafe,"Sr. No. 12, Laxminagar Yerwada, Pune, 411006",N/A,,food|coffee|casual|hangout,openstreetmap,4879927647,https://hejdhfdguh/fd/kli,8665474974,Mo-Su 10:00-22:00,all_in_caffe,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_5846549317,Chota Bite By Cafe Goodluck,18.552317,73.793829,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,5846549317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_1225125349,Coep Hostel Mess,18.527922,73.851167,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,1225125349,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_4452495870,Coffee And Bread Art Cafe,18.504003,73.830819,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,4452495870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_672232247,Coffee House,18.518772,73.877244,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,672232247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Café / Coffee Shop
OPE_12473454970,Coffee Nation,18.522963,73.841132,cafe,cafe,N/A,N/A,,food|coffee|casual|hangout,openstreetmap,12473454970,N/A,N/A,N/A,N/A,N/A,no,N/A,N/A,False,False,budget,Café / Coffee Shop
