place_id,place_name,latitude,longitude,category,subcategory,address,rating,rating_normalized,tags,source,osm_id,website,phone,opening_hours,cuisine,description,wheelchair,fee,image,is_free,is_open_24h,price_level,category_label
OPE_11621623604,Aapla Ghar,18.509503,73.794981,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,11621623604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13140799192,Aaplaa Katta,18.6345,73.787979,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,13140799192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_5839779135,Aapulaki,18.490711,73.822975,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,5839779135,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10576049628,Aarvis Annapurna,18.469359,73.888678,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,10576049628,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_5784329121,Aarya Family Garden,18.591171,73.748512,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,5784329121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_1207211164,Aasings Kitchen,18.514014,73.828617,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,1207211164,N/A,N/A,N/A,burger,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_3657496166,Aavees,18.510319,73.834045,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,3657496166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10059081542,Ab'S - Absolute Barbecues,18.590842,73.753073,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,10059081542,N/A,N/A,N/A,barbecue,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_1827287456,Abhiman Restaurant,18.54052,73.819218,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,1827287456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_4287470750,Abhiruchi Terrace Restaurant,18.462735,73.816454,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,4287470750,N/A,+912024392483,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_2537620596,Abhishek Non-Veg,18.504087,73.830561,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,2537620596,N/A,N/A,N/A,indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_1720374434,Abhishek Veg,18.503794,73.830647,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,1720374434,N/A,N/A,N/A,N/A,N/A,no,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_12629845534,Absolute Barbecue,18.646602,73.788846,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,12629845534,N/A,N/A,N/A,barbecue,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11375788746,Adarsh Canteen,18.555175,73.822188,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,11375788746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_5695637392,Adden Foods,18.459716,73.785728,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,5695637392,N/A,N/A,N/A,sandwich,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_9558387790,Aditya Pure Veg,18.514691,73.782051,restaurant,restaurant,"Pashan-Bavdhan Road, Pune, 411021",N/A,,food|dining|eat_out,openstreetmap,9558387790,N/A,N/A,N/A,indian;chinese;pasta,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_3699871343,Aditya Pure Veg.,18.509882,73.834049,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,3699871343,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13533706108,Adresh Anushka Snacks Centre,18.480262,73.800773,restaurant,restaurant,"Mumbai Bangalore Highway, near Rosary School, Atul Nagar, NDA Road",N/A,,food|dining|eat_out,openstreetmap,13533706108,N/A,+91 80803 67403,10:00-18:00,indian,N/A,limited,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_12307079665,Agastya Pavbhaji Misal Pav,18.564275,73.778065,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,12307079665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_3637303226,Agatya,18.514425,73.85429,restaurant,restaurant,Laxmi Road,N/A,,food|dining|eat_out,openstreetmap,3637303226,N/A,+91 20 2445 6019,Mo-Su 08:00-23:30,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10595556034,Agatya Pure Veg,18.596722,73.899424,restaurant,restaurant,"Dhaonri - Lohgaon Road, Pune, 411015",N/A,,food|dining|eat_out,openstreetmap,10595556034,N/A,N/A,N/A,indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_9198965480,Agatya Restaurant,18.598319,73.9091,restaurant,restaurant,"Porwal Road, Pune, 411047",N/A,,food|dining|eat_out,openstreetmap,9198965480,N/A,N/A,N/A,north_indian;indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11949641361,Airbar || Lounge & Kitchen,18.561994,73.914222,restaurant,restaurant,"C 10, Sakore Nagar Road, Pune, 411014",N/A,,food|dining|eat_out,openstreetmap,11949641361,N/A,+91743407777,Mo-Su 10:00-01:00,indian;italian;chinese;sandwich,"Elevate Your Evenings!
 Bar & Restaurant",N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_5589969559,Akshat Hotel,18.588219,73.783734,restaurant,restaurant,"26, Wakad Road",N/A,,food|dining|eat_out,openstreetmap,5589969559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13598461936,Akshay,18.528208,73.876454,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,13598461936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_6113604714,Akshay,18.569225,73.781904,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,6113604714,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_6513402615,Al Zaika,18.592046,73.784681,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,6513402615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11993067595,Al Zohra,18.54973,73.941634,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,11993067595,N/A,N/A,N/A,kebab;chinese,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13641256227,Alfa Burger & Snacks Center,18.649047,73.775988,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,13641256227,N/A,N/A,N/A,coffee_shop,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13629445058,Amantran Paav Bhaji,18.501528,73.95222,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,13629445058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_12345435684,Amna Porna,18.478696,73.896391,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,12345435684,N/A,N/A,N/A,N/A,N/A,no,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_2273735905,Amrapali,18.518642,73.841581,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,2273735905,N/A,N/A,N/A,indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10011614805,Amritsari,18.595525,73.768689,restaurant,restaurant,"shop 10-11, Mhatoba road",N/A,,food|dining|eat_out,openstreetmap,10011614805,N/A,+91 91683 80000,"11:00-16:00,19:00-23:00; Mo[-1] off",indian,N/A,yes,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_6372327006,Amrut Bhel,18.461455,73.813351,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,6372327006,N/A,N/A,N/A,N/A,Indian chat centre,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13592746901,Amrutulya Corner Shop,18.461129,73.880225,restaurant,fast_food,"Indrayani Randive Road, 411048",N/A,,food|dining|eat_out,openstreetmap,13592746901,N/A,N/A,N/A,breakfast;coffee_shop;indian;tea,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_4315330589,Amul Ice Cream,18.493679,73.932973,restaurant,fast_food,"D-Mart Road, 411028",N/A,,food|dining|eat_out,openstreetmap,4315330589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13380314361,Anand Hotel,18.549414,73.942565,restaurant,restaurant,"Kharadi South Main Road, Pune, 411014",N/A,,food|dining|eat_out,openstreetmap,13380314361,N/A,N/A,Mo-Su 10:00-22:00,indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_5839779122,Anand Pav Bhaji,18.490737,73.823013,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,5839779122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11700285796,Anand Snacks Centre,18.507379,73.798566,restaurant,restaurant,"Paud Road, Pune, 411029",N/A,,food|dining|eat_out,openstreetmap,11700285796,N/A,N/A,N/A,maharashtrian;south_indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_342117176,Anand Thali,18.500981,73.944852,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,342117176,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11274086087,Anand Veg,18.509409,73.833151,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,11274086087,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10172926525,Ani Kay Hav Tea Shop,18.510885,73.849043,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,10172926525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_359937407,Aniket Canteen,18.555165,73.822193,restaurant,restaurant,"Pune University Campus, Ganeshkhind",N/A,,food|dining|eat_out,openstreetmap,359937407,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10172993889,Ankit Caffe,18.521131,73.779078,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,10172993889,N/A,N/A,N/A,sandwich;italian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11064114243,Anna,18.522655,73.841916,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,11064114243,N/A,+91960700999,Mo-Su 07:00-23:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11111744801,Anna Idli,18.552846,73.803277,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,11111744801,N/A,N/A,N/A,indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_6359551343,Anna Vada,18.459695,73.824464,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,6359551343,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10213702140,Annapurna Kitchen,18.440365,73.786057,restaurant,restaurant,"Kolhewadi Road, Pune, 411024",N/A,,food|dining|eat_out,openstreetmap,10213702140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10727103055,Annapurna Pure Veg Restaurant,18.612113,73.763268,restaurant,restaurant,"Gnaesh Nagar, Dange Chowk, Thergaon, 411033",N/A,,food|dining|eat_out,openstreetmap,10727103055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13385619799,Annapurna South Indian Food,18.590264,73.862804,restaurant,fast_food,Pune,N/A,,food|dining|eat_out,openstreetmap,13385619799,N/A,N/A,N/A,indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10242046218,Anthem,18.507959,73.771972,restaurant,restaurant,"Paud Road, Pune",N/A,,food|dining|eat_out,openstreetmap,10242046218,N/A,N/A,Mo-Su 16:00-01:00,italian;asian;indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_5308182756,Apache Highstreet,18.569413,73.774514,restaurant,restaurant,"Balewadi High Street, Pune, 411045",N/A,,food|dining|eat_out,openstreetmap,5308182756,http://www.apachelounge.in/,N/A,Mo-Su 11:00-23:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10246133019,Appa Vadevale,18.501475,73.748382,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,10246133019,N/A,N/A,N/A,vadapav,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13682135678,Apricot,18.602515,73.764784,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,13682135678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10173017718,Army Canteen,18.552737,73.833595,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,10173017718,N/A,N/A,N/A,chicken,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11274086088,Aroma'S Hyderabadi Biryani,18.509539,73.833525,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,11274086088,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_12475129605,Asha Dining Hall,18.519838,73.843009,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,12475129605,N/A,N/A,N/A,Marathi,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_5815976636,Ashirvad,18.501949,73.814023,restaurant,restaurant,"Balbhim Mokate Path, 411038",N/A,,food|dining|eat_out,openstreetmap,5815976636,N/A,020 2538 0478,Th-Tu 11:00-22:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10806966846,Ashoka Hotel,18.585229,73.822422,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,10806966846,N/A,N/A,N/A,indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_518640962,Asia Kitchen,18.538908,73.875248,restaurant,restaurant,"Boat Club Road, Pune, 411001",N/A,,food|dining|eat_out,openstreetmap,518640962,https://www.mainlandchina.com,+91 20 66013030,N/A,chinese,N/A,no,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_2801569152,Asian Melange,18.501446,73.814223,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,2801569152,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10913847275,Asian Panda,18.596891,73.76884,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,10913847275,N/A,N/A,N/A,asian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_12802005129,Athavale Silver Leaf,18.523298,73.847407,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,12802005129,N/A,N/A,N/A,indian,N/A,no,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11525188922,Atithi,18.563644,73.813337,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,11525188922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10670186206,Atithi,18.615736,73.775359,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,10670186206,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11330878770,Atithi Pure Veg,18.469953,73.822408,restaurant,restaurant,"Goel Ganga road, Pune, 411051",N/A,,food|dining|eat_out,openstreetmap,11330878770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_1223055583,Atlantis,18.490946,73.900206,restaurant,restaurant,"Vitthal Shivarkar Marg, Pune, 411013",N/A,,food|dining|eat_out,openstreetmap,1223055583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_1221529116,Atulya Pure Veg,18.455467,73.798462,restaurant,restaurant,"Sinhagad Road, Pune, 411041",N/A,,food|dining|eat_out,openstreetmap,1221529116,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10313195121,Ayuhsvaa Nutriments,18.490831,73.847315,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,10313195121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_2274995528,Baadshahi,18.508693,73.848842,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,2274995528,N/A,N/A,N/A,indian,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_12378556305,Baarish Restraunt And Bar,18.566281,73.820251,restaurant,restaurant,"203, dhore nagar, Pune, 411027",N/A,,food|dining|eat_out,openstreetmap,12378556305,N/A,7385589357,Mo-Su 09:00-21:00,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_259242860,Baba Food Mall,18.524374,73.828545,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,259242860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_9283673911,Bacharika Kitchen & Bar,18.502721,73.817074,restaurant,restaurant,"11 Mayur Mayur Colony Near Karve Putala, Kothrud, Pune, Maharashtra 411038",N/A,,food|dining|eat_out,openstreetmap,9283673911,N/A,091122 98742,Mo-Su 11:30-23:00,N/A,Restaurant & Bar,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_360983549,Badhaai Sweets,18.449827,73.874186,restaurant,restaurant,"Katraj Kondhwa Road, Pune, 411046",N/A,,food|dining|eat_out,openstreetmap,360983549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_5518031309,Badhai Sweets,18.588469,73.784212,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,5518031309,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_12222103797,Bakasur Mutton Bhakari,18.456292,73.80194,restaurant,restaurant,"Sinhagad Road, Pune, 411041",N/A,,food|dining|eat_out,openstreetmap,12222103797,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_12866982263,Balaji Bhel,18.569296,73.781906,restaurant,fast_food,N/A,N/A,,food|dining|eat_out,openstreetmap,12866982263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10657354395,Balaji Pure Veg,18.641058,73.75655,restaurant,restaurant,"Ravet, Pune",N/A,,food|dining|eat_out,openstreetmap,10657354395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_6265665728,Balaji Treats,18.466925,73.814653,restaurant,restaurant,"S NO 71/9B, NEAR PRAYEJA CITY, SINHAGAD ROAD, WADGAON BK, PUNE, 411041",N/A,,food|dining|eat_out,openstreetmap,6265665728,N/A,+91 94230 60606,Mo-Su 10:00-22:00,regional;indian;chicken,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_12270088960,Ballava (Iucaa Canteen),18.559714,73.825031,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,12270088960,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10137668560,Balle Balle,18.59522,73.763288,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,10137668560,N/A,+91 788 788 8642 +91 788 788 8654,N/A,indian;chinese;tandoor,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_6513402614,Balle Balle Punjabi,18.592102,73.784701,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,6513402614,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11159366035,Bangalore Tiffin Room,18.556842,73.793941,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,11159366035,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_3506834646,Banyan Tree,18.492127,73.82907,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,3506834646,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_9595104905,Barbeque Misal,18.514263,73.782246,restaurant,restaurant,"Pashan-Bavdhan Road, Pune, 411021",N/A,,food|dining|eat_out,openstreetmap,9595104905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_10538874678,Barbeque Nation,18.562429,73.807022,restaurant,restaurant,"Westend Mall, Mahadji Shinde Marg, Pune, 411007",N/A,,food|dining|eat_out,openstreetmap,10538874678,https://www.barbequenation.com,+91 80 6902 8725,"Mo-Su 12:00-04:30,18:30-23:30",barbecue,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_2273735906,Barbeque Nation,18.516318,73.842312,restaurant,restaurant,"JM Road, 411004",N/A,,food|dining|eat_out,openstreetmap,2273735906,https://barbeque-nation.com/,02060600002,"Mo-Su 12:00-15:00,19:00-23:00",barbecue,N/A,limited,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_2836383187,Barbeque Nation,18.552494,73.899794,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,2836383187,N/A,N/A,N/A,barbecue,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_2684626562,Barbeque Nation,18.599687,73.755079,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,2684626562,N/A,N/A,N/A,barbecue,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_7083553558,Barbeque Nation,18.633138,73.800446,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,7083553558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_9278197100,Barometer,18.498862,73.819203,restaurant,restaurant,"Chintaman Pride 12/7, City Pride Road, Maharashtra 411038",N/A,,food|dining|eat_out,openstreetmap,9278197100,https://barometer.in/,091122 71000,Mo-Su 07:30-23:30,N/A,"Inventive Indian & continental fare, including breakfast in a spacious, concrete & wood setting",N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_1841000023,Basho'S,18.530678,73.918381,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,1841000023,https://www.zomato.com/pune/restaurants/kp-kalyani-sassoon/koregaon-park/bashos-11211/info,N/A,N/A,international,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_1710015243,Bashri,18.503287,73.927798,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,1710015243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_1709944510,Basuri,18.48009,73.856923,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,1709944510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_13622267728,Bavdhan Chaupati,18.512067,73.775244,restaurant,restaurant,"Lane 2, Bavdhan, Pune, 411021",N/A,,food|dining|eat_out,openstreetmap,13622267728,N/A,N/A,N/A,asian;chinese;thai,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
OPE_11111071005,Bedekar Mis,18.51481,73.84994,restaurant,restaurant,N/A,N/A,,food|dining|eat_out,openstreetmap,11111071005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Restaurant / Eatery
